31.21922,-131.99662
31.21705,-131.98932
31.21477,-131.98185
31.21262,-131.97435
31.21078,-131.96817
31.20805,-131.95940
31.20610,-131.95305
31.20418,-131.94690
31.20227,-131.94067
31.20027,-131.93430
31.19837,-131.92822
31.19633,-131.92150
31.19435,-131.91515
31.19237,-131.90900
31.19043,-131.90262
31.18837,-131.89580
31.18648,-131.88942
31.18468,-131.88322
31.18078,-131.87102
31.17845,-131.86363
31.17647,-131.85737
31.17370,-131.84872
31.17105,-131.84012
31.16903,-131.83337
31.16532,-131.82100
31.16242,-131.81125
31.15643,-131.79140
31.15257,-131.77870
31.15028,-131.77117
31.14838,-131.76497
31.14610,-131.75757
31.14280,-131.74660
31.14072,-131.73985
31.13875,-131.73367
31.13672,-131.72728
31.13470,-131.72097
31.13277,-131.71503
31.13075,-131.70887
31.12872,-131.70262
31.12665,-131.69638
31.12460,-131.69005
31.12265,-131.68367
31.12070,-131.67750
31.11865,-131.67127
31.11657,-131.66482
31.11460,-131.65877
31.11237,-131.65153
31.11062,-131.64615
31.10853,-131.63992
31.10648,-131.63380
31.10438,-131.62740
31.10238,-131.62128
31.10022,-131.61460
31.09815,-131.60830
31.09610,-131.60217
31.09403,-131.59595
31.09195,-131.58962
31.08967,-131.58263
31.08758,-131.57645
31.08552,-131.57015
31.08352,-131.56403
31.08127,-131.55782
31.07902,-131.55172
31.05848,-131.49680
31.05013,-131.47490
30.97255,-131.23847
30.96928,-131.22840
30.96398,-131.21230
30.96165,-131.20552
30.95537,-131.18723
30.95325,-131.18110
30.94627,-131.16068
30.94370,-131.15333
30.94168,-131.14703
30.93957,-131.14077
30.93625,-131.13088
30.93248,-131.11950
30.92700,-131.10300
30.91525,-131.06775
30.91195,-131.05758
30.90918,-131.04935
30.90663,-131.04180
30.90318,-131.03160
30.90088,-131.02490
30.89875,-131.01873
30.89653,-131.01242
30.89432,-131.00598
30.89225,-130.99990
30.89028,-130.99417
30.88802,-130.98782
30.88582,-130.98165
30.88367,-130.97520
30.88157,-130.96893
30.87935,-130.96248
30.87712,-130.95552
30.87522,-130.94905
30.87317,-130.94292
30.87098,-130.93643
30.86810,-130.92795
30.86593,-130.92165
30.86387,-130.91523
30.86180,-130.90895
30.85970,-130.90277
30.85760,-130.89658
30.85543,-130.89032
30.85327,-130.88395
30.85102,-130.87763
30.84893,-130.87143
30.84675,-130.86512
30.84465,-130.85883
30.84248,-130.85258
30.84035,-130.84642
30.83818,-130.84005
30.83603,-130.83378
30.83395,-130.82772
30.83183,-130.82133
30.82967,-130.81498
30.82760,-130.80883
30.82552,-130.80270
30.82313,-130.79567
30.82113,-130.78965
30.81897,-130.78337
30.81678,-130.77727
30.81460,-130.77105
30.81242,-130.76472
30.81030,-130.75860
30.80802,-130.75230
30.80598,-130.74678
30.80372,-130.74050
30.80150,-130.73438
30.79923,-130.72812
30.79702,-130.72202
30.79497,-130.71640
30.79275,-130.71030
30.79050,-130.70402
30.78793,-130.69720
30.78547,-130.69060
30.78320,-130.68433
30.78097,-130.67822
